COMPETITION_WYID,SEASON_WYID,PLAYER_WYID,SHORTNAME,FIRSTNAME,MIDDLENAME,LASTNAME,HEIGHT,WEIGHT,BIRTHDATE,BIRTHAREA_WYID,PASSPORTAREA_WYID,ROLENAME,ROLECODE2,ROLECODE3,FOOT,CURRENTTEAM_WYID,CURRENTNATIONALTEAM_WYID,GENDER,STATUS,IMAGEDATAURL
335,188945,336214,M. Jensen,Magnus,,Jensen,196,85,1996-10-27,208,208,Defender,DF,DEF,right,7484,,male,active,https://cdn5.wyscout.com/photos/players/public/g355363_100x130.png
335,188945,338733,G. Granath,Gustav,,Granath,191,82,1997-02-15,752,752,Defender,DF,DEF,right,6727,,male,active,https://cdn5.wyscout.com/photos/players/public/g357945_100x130.png
335,188945,338649,M. Buya Turay,Mohamed,,Buya Turay,180,75,1995-01-10,694,694,Forward,FW,FWD,right,63758,,male,active,https://cdn5.wyscout.com/photos/players/public/g357969_100x130.png
335,188945,345805,I. Vekič,Igor,,Vekič,192,88,1998-05-06,705,705,Goalkeeper,GK,GKP,right,7473,12046,male,active,https://cdn5.wyscout.com/photos/players/public/g374727_100x130.png
335,188945,347513,H. Andersson,Hugo,,Andersson,196,86,1999-01-01,752,752,Defender,DF,DEF,right,7462,,male,active,https://cdn5.wyscout.com/photos/players/public/g377451_100x130.png
335,188945,347591,F. Beijmo,Felix,,Beijmo,185,82,1998-01-31,752,752,Defender,DF,DEF,right,7457,,male,active,https://cdn5.wyscout.com/photos/players/public/g379259_100x130.png
335,188945,347356,O. Hedvall,Oscar,,Hedvall,195,86,1998-08-09,208,208,Goalkeeper,GK,GKP,left,7456,,male,active,https://cdn5.wyscout.com/photos/players/public/g379805_100x130.png
335,188945,347369,A. Muçolli,Agon,,Muçolli,172,72,1998-09-26,208,8,Forward,FW,FWD,right,7469,,male,active,https://cdn5.wyscout.com/photos/players/public/g379821_100x130.png
335,188945,347364,M. Brink,Mark,,Brink Christensen,174,73,1998-03-15,208,208,Midfielder,MD,MID,right,7458,,male,active,https://cdn5.wyscout.com/photos/players/public/g379823_100x130.png
335,188945,347372,M. Ramkilde,Marco,,Harboe Ramkilde,187,74,1998-05-09,208,208,Forward,FW,FWD,right,7464,,male,active,https://cdn5.wyscout.com/photos/players/public/g379855_100x130.png
335,188945,351054,K. Finnsson,Kolbeinn Birgir,,Finnsson,181,77,1999-08-25,352,352,Defender,DF,DEF,left,17,7839,male,active,https://cdn5.wyscout.com/photos/players/public/g384487_100x130.png
335,188945,352017,M. Knoester,Mats,,Knoester,188,79,1998-11-19,528,528,Defender,DF,DEF,left,10183,,male,active,https://cdn5.wyscout.com/photos/players/public/g385279_100x130.png
335,188945,356393,J. Bell,Joe,,Bell,182,77,1999-04-27,826,554,Midfielder,MD,MID,right,7100,10522,male,active,https://cdn5.wyscout.com/photos/players/public/g388939_100x130.png
335,188945,361096,M. Duelund,Mikkel,,Duelund,178,74,1997-06-29,208,208,Midfielder,MD,MID,right,7457,,male,active,https://cdn5.wyscout.com/photos/players/public/g389197_100x130.png
335,188945,363625,B. Riveros,Blás Miguel,,Riveros Galeano,178,68,1998-02-03,600,600,Defender,DF,DEF,left,12072,,male,active,https://cdn5.wyscout.com/photos/players/public/g398613_100x130.png
335,188945,370269,M. Kiilerich,Malte,,Kiilerich Hansen,188,0,1995-10-16,208,208,Defender,DF,DEF,right,7490,,male,active,https://cdn5.wyscout.com/photos/players/public/g400150_100x130.png
335,188945,367624,J. Serra,Janni,,Serra,193,83,1998-03-13,276,276,Forward,FW,FWD,left,2458,,male,active,https://cdn5.wyscout.com/photos/players/public/g400424_100x130.png
335,188039,636225,D. Svensson,Daniel,,Svensson,178,72,2002-02-12,752,752,Defender,DF,DEF,left,7458,7054,male,active,https://cdn5.wyscout.com/photos/players/public/g-150693_100x130.png
335,188039,633197,E. Kahl,Eric,,Kahl,181,69,2001-09-27,752,764,Defender,DF,DEF,left,7457,,male,active,https://cdn5.wyscout.com/photos/players/public/g-147693_100x130.png
335,188039,628964,S. Sebulonsen,Sebastian,,Söraas Sebulonsen,181,78,2000-01-27,578,578,Defender,DF,DEF,right,7453,,male,active,https://cdn5.wyscout.com/photos/players/public/g-143462_100x130.png
335,188039,627721,M. Munck,Magnus,,Munck Bjørnholm,173,65,2005-01-05,208,208,Midfielder,MD,MID,right,70697,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188039,627719,L. Høgsberg,Lucas,,Høgsberg,0,0,2006-06-23,208,208,Defender,DF,DEF,right,7458,7717,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188039,627713,C. Harder,Conrad,,Harder Weibel Schandorff,181,71,2005-04-07,208,208,Forward,FW,FWD,left,9608,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188039,626955,A. Kiilerich Hermansen,Andreas Kampp,,Kiilerich Hermansen,190,78,2004-05-01,208,208,Goalkeeper,GK,GKP,right,7465,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188039,626502,N. Sahsah,Noah Donovan,,Sahsah,0,0,2005-07-08,208,504,Forward,FW,FWD,right,7091,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188039,626398,R. Ascone,Rocco,,Ascone,177,68,2003-09-12,250,380,Midfielder,MD,MID,left,7458,,male,active,https://cdn5.wyscout.com/photos/players/public/g-140899_100x130.png
335,188039,625592,T. Sander,Theo,,Nicolini Sander,189,80,2005-01-08,208,250,Goalkeeper,GK,GKP,right,7452,7714,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188039,625209,B. Kvist,Bertram Bangsted,,Kvist,172,63,2005-03-19,208,208,Midfielder,MD,MID,right,7622,,male,active,https://cdn5.wyscout.com/photos/players/public/g-139711_100x130.png
335,188039,625205,L. Vraa-Jensen,Ludwig,,Vraa-Jensen,0,0,2005-06-23,208,208,Defender,DF,DEF,right,7453,,male,active,https://cdn5.wyscout.com/photos/players/public/g-139707_100x130.png
335,188039,625198,C. Rust,Christian Esager,,Rust,191,0,2005-02-16,208,208,Goalkeeper,GK,GKP,left,2984,,male,active,https://cdn5.wyscout.com/photos/players/public/g-139700_100x130.png
335,188039,624770,A. Andresen,Aske,,Leth Andresen,199,85,2005-07-12,208,208,Goalkeeper,GK,GKP,right,7461,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188039,624765,A. Daghim,Adam,,Daghim,186,80,2005-09-28,208,275,Forward,FW,FWD,left,8743,,male,active,https://cdn5.wyscout.com/photos/players/public/g-139267_100x130.png
335,188039,624764,T. Jørgensen,Thomas,,Jørgensen,177,68,2005-09-30,208,208,Midfielder,MD,MID,left,7456,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188039,624762,S. Stahlfest,Sebastian,,Stahlfest,183,70,2004-06-17,208,208,Midfielder,MD,MID,right,,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188039,624752,M. McCoy,Marcus,,McCoy,172,0,2005-08-24,208,208,Defender,DF,DEF,both,7460,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188039,624744,M. Jensen,Markus Gustav,,Jensen,0,0,2005-07-15,208,208,Midfielder,MD,MID,right,7460,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188039,624742,E. Højlund,Emil,,Winther Højlund,191,87,2005-01-04,208,208,Forward,FW,FWD,right,2449,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188945,584117,F. Tongya,Franco Daryl,,Tongya Heubang,175,71,2002-03-13,380,120,Forward,FW,FWD,right,3192,3763,male,active,https://cdn5.wyscout.com/photos/players/public/g-98664_100x130.png
335,188945,581007,T. Burey,Tyler,,Burey,187,78,2001-01-09,826,388,Forward,FW,FWD,right,,,male,active,https://cdn5.wyscout.com/photos/players/public/g-95555_100x130.png
335,188945,579435,Z. Dalügge,Zean,,Dalügge,185,71,2003-07-11,208,208,Forward,FW,FWD,right,11170,,male,active,https://cdn5.wyscout.com/photos/players/public/g-93987_100x130.png
335,188945,579415,T. Kristensen,Thomas,,Thiesson Kristensen,198,85,2002-01-17,208,208,Defender,DF,DEF,right,3163,7719,male,active,https://cdn5.wyscout.com/photos/players/public/g-93967_100x130.png
335,188945,579409,V. Lund,Valdemar,,Lund Jensen,193,83,2003-05-28,208,208,Defender,DF,DEF,left,7098,,male,active,https://cdn5.wyscout.com/photos/players/public/g-93961_100x130.png
335,188945,579397,E. Jelert,Elias,,Jelert Kristensen,178,71,2003-06-12,208,208,Defender,DF,DEF,right,4492,7719,male,active,https://cdn5.wyscout.com/photos/players/public/g-93949_100x130.png
335,188945,579394,E. Rusborg,Elias,,Rusborg,193,87,2003-01-10,234,234,Defender,DF,DEF,right,7490,11235,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188945,579393,N. Jungvig,Nicolaj,,Jungvig,0,0,2003-12-02,208,208,Defender,DF,DEF,,7490,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188945,578593,E. Yeboah,Emmanuel,,Damoah Yeboah,188,77,2003-02-25,288,288,Forward,FW,FWD,right,7473,17530,male,active,https://cdn5.wyscout.com/photos/players/public/g-93145_100x130.png
335,188945,578585,I. Jensen,Isak,,Steiner Jensen,186,91,2003-12-23,208,208,Forward,FW,FWD,right,7456,7719,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188945,578582,A. Adelgaard,Aske Emil,,Berg Adelgaard,175,65,2003-11-10,208,208,Defender,DF,DEF,left,34,7719,male,active,https://cdn5.wyscout.com/photos/players/public/g-93134_100x130.png
335,188945,578577,T. Jakobsen,Tobias,,Haahr Jakobsen,191,77,2003-07-03,208,208,Goalkeeper,GK,GKP,right,7473,,male,active,https://cdn5.wyscout.com/photos/players/public/g-93129_100x130.png
335,188945,577998,A. Busch,Alexander,,Magnus Busch,190,75,2003-07-25,208,208,Defender,DF,DEF,right,7461,7719,male,active,https://cdn5.wyscout.com/photos/players/public/g-92553_100x130.png
335,188945,577942,J. Kudsk,Jeppe,,Sten Kudsk Pedersen,188,80,2003-02-25,208,208,Defender,DF,DEF,right,7469,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188945,577574,V. Lind,Victor,,Stange Lind,178,70,2003-07-12,208,208,Forward,FW,FWD,left,7455,7719,male,active,https://cdn5.wyscout.com/photos/players/public/g-92130_100x130.png
335,188945,577573,V. Bak Jensen,Victor,,Bak Jensen,180,71,2003-10-03,208,208,Defender,DF,DEF,left,7455,7719,male,active,https://cdn5.wyscout.com/photos/players/public/g-92129_100x130.png
335,188945,576284,T. Adamsen,Tonni,,Adamsen,180,74,1994-11-15,208,208,Forward,FW,FWD,left,7461,,male,active,https://cdn5.wyscout.com/photos/players/public/g-90842_100x130.png
335,188945,572445,S. Berger,Sofus,,Berger Brix,175,0,2003-06-02,208,208,Midfielder,MD,MID,left,7456,,male,active,https://cdn5.wyscout.com/photos/players/public/g-87004_100x130.png
335,188945,570798,F. Rieper,Frederik ,,Thykær Rieper,196,0,1999-06-19,208,208,Defender,DF,DEF,right,7469,,male,active,https://cdn5.wyscout.com/photos/players/public/g-85361_100x130.png
335,188945,569843,C. Gammelgaard,Christian,,Gammelgaard Grøndal,185,74,2003-03-10,208,208,Forward,FW,FWD,left,7473,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,187483,399561,J. Eskesen,Julius,,Eskesen,175,68,1999-03-16,208,208,Midfielder,MD,MID,right,7114,,male,active,https://cdn5.wyscout.com/photos/players/public/g421637_100x130.png
335,187483,399566,A. Bruus,Andreas,,Bruus,184,69,1999-01-16,208,208,Defender,DF,DEF,right,7454,,male,active,https://cdn5.wyscout.com/photos/players/public/g421642_100x130.png
335,187483,400351,R. Nicolaisen,Rasmus,,Nicolaisen,191,81,1997-03-16,208,208,Defender,DF,DEF,left,3780,,male,active,https://cdn5.wyscout.com/photos/players/public/g423934_100x130.png
335,187483,400346,A. Hagelskjær,Anders,,Hagelskjær,192,84,1997-02-16,208,208,Defender,DF,DEF,left,7098,,male,active,https://cdn5.wyscout.com/photos/players/public/g424114_100x130.png
335,187483,400354,M. Anderson,Mikael,,Neville Anderson,180,69,1998-07-01,352,208,Midfielder,MD,MID,right,7457,7839,male,active,https://cdn5.wyscout.com/photos/players/public/g424123_100x130.png
335,187483,400367,V. Torp,Victor,,Torp Overgaard,178,68,1999-07-30,208,208,Midfielder,MD,MID,right,1640,,male,active,https://cdn5.wyscout.com/photos/players/public/g424128_100x130.png
335,187483,405773,A. Chernov,Aleksey,,Chernov,198,92,1998-06-03,643,643,Goalkeeper,GK,GKP,right,14095,,male,active,https://cdn5.wyscout.com/photos/players/public/g425883_100x130.png
335,187483,406041,K. Grabara,Kamil,,Grabara,195,85,1999-01-08,616,616,Goalkeeper,GK,GKP,right,2451,,male,active,https://cdn5.wyscout.com/photos/players/public/g427518_100x130.png
335,187483,412012,K. Tshiembe,Kevin,,N'Goyi Tshiembe,186,83,1997-03-31,208,180,Defender,DF,DEF,right,7453,,male,active,https://cdn5.wyscout.com/photos/players/public/g428206_100x130.png
335,187483,407367,M. Christensen,Magnus,,Christensen,182,74,1997-08-20,208,208,Midfielder,MD,MID,right,7097,,male,active,https://cdn5.wyscout.com/photos/players/public/g428944_100x130.png
335,187483,416018,Allan Sousa,Allan,,Goncalves Sousa,174,70,1997-01-27,76,76,Forward,FW,FWD,left,74052,,male,active,https://cdn5.wyscout.com/photos/players/public/g434325_100x130.png
335,187483,419211,J. Lonwijk,Justin,,Lonwijk,189,85,1999-12-21,528,740,Midfielder,MD,MID,right,7456,17457,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,187483,420371,J. Stage,Jens,,Dalsgaard Stage,187,81,1996-11-08,208,208,Midfielder,MD,MID,right,2443,,male,active,https://cdn5.wyscout.com/photos/players/public/g437569_100x130.png
335,187483,423422,J. Felix,Joel,,Felix,190,73,1998-01-13,662,208,Defender,DF,DEF,left,2459,,male,active,https://cdn5.wyscout.com/photos/players/public/g440488_100x130.png
335,187483,433757,S. Thórdarson,Stefán Teitur,,Thórdarson,189,76,1998-10-16,352,352,Midfielder,MD,MID,right,1641,7839,male,active,https://cdn5.wyscout.com/photos/players/public/g443840_100x130.png
335,187483,434168,W. Ali,Wessam,,Abou Ali,187,78,1999-01-04,208,275,Forward,FW,FWD,right,16041,18818,male,active,https://cdn5.wyscout.com/photos/players/public/g444219_100x130.png
335,187483,436881,D. Anyembe,Daniel,,Anyembe,189,77,1998-07-22,208,404,Defender,DF,DEF,right,7456,18402,male,active,https://cdn5.wyscout.com/photos/players/public/g446541_100x130.png
335,187483,442106,S. Grønning,Sebastian,,Grønning Andersen,188,75,1997-02-03,208,208,Forward,FW,FWD,right,2579,,male,active,https://cdn5.wyscout.com/photos/players/public/g449129_100x130.png
335,187483,443690,M. Opondo,Moses,,Opondo,173,72,1997-10-28,208,800,Midfielder,MD,MID,right,7469,,male,active,https://cdn5.wyscout.com/photos/players/public/g449809_100x130.png
335,187483,443851,G. Links,Gift,,Links,170,60,1998-10-02,710,710,Midfielder,MD,MID,left,7457,,male,active,https://cdn5.wyscout.com/photos/players/public/g449945_100x130.png
335,187483,56469,T. Kløve,Troels,,Kløve Hallstrom,177,75,1990-10-23,208,208,Midfielder,MD,MID,right,,,male,active,https://cdn5.wyscout.com/photos/players/public/54239_100x130.png
335,187483,51672,A. Calisir,André,,Calisir,187,76,1990-06-13,752,51,Defender,DF,DEF,right,6725,14947,male,active,https://cdn5.wyscout.com/photos/players/public/52465_100x130.png
335,187483,56435,R. Thelander,Rasmus,,Thelander,191,87,1991-07-09,208,208,Defender,DF,DEF,right,7461,,male,active,https://cdn5.wyscout.com/photos/players/public/54233_100x130.png
335,187483,56446,M. Dal Hende,Marc ,,Dal Hende,181,75,1990-11-06,208,208,Defender,DF,DEF,left,7499,,male,active,https://cdn5.wyscout.com/photos/players/public/54185_100x130.png
335,187483,56054,R. Hassan,Rilwan Olanrewaju ,,Hassan,172,64,1991-02-09,566,566,Forward,FW,FWD,right,69372,,male,active,https://cdn5.wyscout.com/photos/players/public/38651_100x130.png
335,187483,56625,P. Ankersen,Peter,,Ankersen,180,73,1990-09-22,208,208,Defender,DF,DEF,right,7458,,male,active,https://cdn5.wyscout.com/photos/players/public/52266_100x130.png
335,187483,56325,V. Davidsen,Viljormur,,Davidsen,177,72,1991-07-19,234,234,Defender,DF,DEF,left,11175,11233,male,active,https://cdn5.wyscout.com/photos/players/public/g130087_100x130.png
335,187483,81477,H. Hansson,Hallur,,Hansson,182,77,1992-07-08,234,234,Midfielder,MD,MID,right,11172,,male,active,https://cdn5.wyscout.com/photos/players/public/75757_100x130.png
335,187483,56145,R. Falk,Rasmus,,Falk Jensen,177,65,1992-01-15,208,208,Midfielder,MD,MID,right,7452,,male,active,https://cdn5.wyscout.com/photos/players/public/53330_100x130.png
335,187483,56396,N. Helenius,Nicklas,,Helenius,196,85,1991-05-08,208,208,Forward,FW,FWD,right,7454,,male,active,https://cdn5.wyscout.com/photos/players/public/54945_100x130.png
335,187483,53031,J. Rinne,Jacob,,Rinne,188,86,1993-06-20,752,752,Goalkeeper,GK,GKP,left,6713,,male,active,https://cdn5.wyscout.com/photos/players/public/g132378_100x130.png
335,187483,56390,K. Kusk,Kasper,,Kusk Vangsgaard,180,67,1991-11-10,208,208,Midfielder,MD,MID,left,7488,,male,active,https://cdn5.wyscout.com/photos/players/public/54944_100x130.png
335,187483,56378,N. Larsen,Nicolai,,Larsen,187,83,1991-03-09,208,208,Goalkeeper,GK,GKP,right,7461,,male,active,https://cdn5.wyscout.com/photos/players/public/54941_100x130.png
335,187483,56138,B. Kadrii,Bashkim,,Kadrii,177,74,1991-07-09,208,807,Forward,FW,FWD,left,,,male,active,https://cdn5.wyscout.com/photos/players/public/55270_100x130.png
335,187483,56078,J. Mensah,Jeff,,Mensah,178,81,1992-08-10,208,208,Midfielder,MD,MID,right,,,male,active,https://cdn5.wyscout.com/photos/players/public/59303_100x130.png
335,187483,56196,N. Brock-Madsen,Nicolai,,Brock-Madsen,191,88,1993-01-09,208,208,Forward,FW,FWD,right,,,male,active,https://cdn5.wyscout.com/photos/players/public/67443_100x130.png
335,187483,42,N. Boilesen,Nicolai,,Møller Boilesen,186,75,1992-02-16,208,208,Defender,DF,DEF,left,7452,,male,active,https://cdn5.wyscout.com/photos/players/public/67498_100x130.png
335,187483,190470,N. Poulsen,Nicolai,,Poulsen,176,79,1993-08-15,208,208,Midfielder,MD,MID,right,7457,,male,active,https://cdn5.wyscout.com/photos/players/public/g135067_100x130.png
335,187483,56043,J. Lauridsen,Jesper,,Lauridsen,182,78,1991-03-27,208,208,Defender,DF,DEF,left,7451,,male,active,https://cdn5.wyscout.com/photos/players/public/55370_100x130.png
335,187483,38249,A. Trajkovski,Aleksandar,,Trajkovski,179,78,1992-09-05,807,807,Forward,FW,FWD,right,9416,10073,male,active,https://cdn5.wyscout.com/photos/players/public/57984_100x130.png
335,187483,578577,T. Jakobsen,Tobias,,Haahr Jakobsen,191,77,2003-07-03,208,208,Goalkeeper,GK,GKP,right,7473,,male,active,https://cdn5.wyscout.com/photos/players/public/g-93129_100x130.png
335,187483,577998,A. Busch,Alexander,,Magnus Busch,190,75,2003-07-25,208,208,Defender,DF,DEF,right,7461,7719,male,active,https://cdn5.wyscout.com/photos/players/public/g-92553_100x130.png
335,187483,577942,J. Kudsk,Jeppe,,Sten Kudsk Pedersen,188,80,2003-02-25,208,208,Defender,DF,DEF,right,7469,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,187483,577574,V. Lind,Victor,,Stange Lind,178,70,2003-07-12,208,208,Forward,FW,FWD,left,7455,7719,male,active,https://cdn5.wyscout.com/photos/players/public/g-92130_100x130.png
335,187483,577573,V. Bak Jensen,Victor,,Bak Jensen,180,71,2003-10-03,208,208,Defender,DF,DEF,left,7455,7719,male,active,https://cdn5.wyscout.com/photos/players/public/g-92129_100x130.png
335,187483,576528,E. Frederiksen,Emil,,Frederiksen,175,71,2000-09-05,208,208,Forward,FW,FWD,left,7465,,male,active,https://cdn5.wyscout.com/photos/players/public/g-91085_100x130.png
335,187483,573926,F. Moumbagna,Faris,,Pemi Moumbagna,185,78,2000-07-01,120,120,Forward,FW,FWD,left,3771,16776,male,active,https://cdn5.wyscout.com/photos/players/public/g-88484_100x130.png
335,187483,572445,S. Berger,Sofus,,Berger Brix,175,0,2003-06-02,208,208,Midfielder,MD,MID,left,7456,,male,active,https://cdn5.wyscout.com/photos/players/public/g-87004_100x130.png
335,187483,570830,O. Fallenius,Oskar,,Fallenius,182,71,2001-11-01,752,752,Forward,FW,FWD,right,6713,,male,active,https://cdn5.wyscout.com/photos/players/public/g-85393_100x130.png
335,187483,569844,H. Høllsberg,Hans,,Høllsberg,180,70,2002-01-03,208,208,Midfielder,MD,MID,right,7471,,male,active,https://cdn5.wyscout.com/photos/players/public/g-84412_100x130.png
335,187483,569843,C. Gammelgaard,Christian,,Gammelgaard Grøndal,185,74,2003-03-10,208,208,Forward,FW,FWD,left,7473,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,187483,569700,C. Friedrich,Christian,,Friedrich,187,78,2003-02-15,208,208,Defender,DF,DEF,right,7475,,male,active,https://cdn5.wyscout.com/photos/players/public/g-84269_100x130.png
335,187483,569600,O. Provstgaard,Oliver,,Provstgaard Nielsen,194,73,2003-06-04,208,208,Defender,DF,DEF,left,7473,7719,male,active,https://cdn5.wyscout.com/photos/players/public/g-84169_100x130.png
335,187483,567397,O. Fraulo,Oscar Luigi,,Fraulo,180,77,2003-12-06,208,380,Midfielder,MD,MID,right,17,7719,male,active,https://cdn5.wyscout.com/photos/players/public/g-81968_100x130.png
335,187483,567396,F. Ihler,Frederik,,Dahl Ihler,181,74,2003-06-25,208,208,Forward,FW,FWD,right,7098,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,187483,564012,M. Ndione,Marokhy,,Ndione,192,88,1999-11-04,752,686,Forward,FW,FWD,right,63033,,male,active,https://cdn5.wyscout.com/photos/players/public/g-78586_100x130.png
335,187483,563154,M. Karamoko,Mamoudou,,Karamoko,188,81,1999-06-08,250,384,Forward,FW,FWD,right,10187,,male,active,https://cdn5.wyscout.com/photos/players/public/g-77728_100x130.png
335,187483,562660,W. Bøving,William ,,Bøving Wick,176,67,2003-03-01,208,208,Forward,FW,FWD,right,8742,7719,male,active,https://cdn5.wyscout.com/photos/players/public/g-77234_100x130.png
335,187483,562633,N. Vallys,Nicolai,,Vallys,189,82,1996-09-04,208,208,Midfielder,MD,MID,right,7453,,male,active,https://cdn5.wyscout.com/photos/players/public/g-77207_100x130.png
335,187483,562503,L. Prip,Louka Daniel,,Prip Andreasen,182,72,1997-06-29,208,208,Midfielder,MD,MID,left,4498,,male,active,https://cdn5.wyscout.com/photos/players/public/g-77077_100x130.png
335,187483,817448,E. Nuamah,Ernest,,Appiah Nuamah,178,71,2003-11-01,288,288,Forward,FW,FWD,left,3766,17522,male,active,https://cdn5.wyscout.com/photos/players/public/g-330125_100x130.png
335,187483,788141,Y. Agnero,Mel Yannick Joel,,Agnero,0,0,2003-02-23,384,384,Midfielder,MD,MID,,6708,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,187483,738389,W. Kumado,William,,Kumado,167,63,2002-10-16,288,288,Defender,DF,DEF,right,7484,,male,active,https://cdn5.wyscout.com/photos/players/public/g-251132_100x130.png
335,187483,707333,V. Kristiansen,Victor,,Bernth Kristiansen,181,72,2002-12-16,208,208,Defender,DF,DEF,left,1631,7712,male,active,https://cdn5.wyscout.com/photos/players/public/g-220092_100x130.png
335,187483,682098,A. Schjelderup,Andreas,,Rædergård Schjelderup,176,70,2004-06-01,578,578,Forward,FW,FWD,right,9607,7342,male,active,https://cdn5.wyscout.com/photos/players/public/g-194867_100x130.png
335,187483,679868,K. Kiilerich,Kasper,,Hartly Kiilerich,198,78,2005-11-22,208,208,Goalkeeper,GK,GKP,right,7456,,male,active,https://cdn5.wyscout.com/photos/players/public/g-192638_100x130.png
335,187483,679438,R. Bardghji,Roony,,Bardghji,173,70,2005-11-15,752,760,Forward,FW,FWD,left,7452,7054,male,active,https://cdn5.wyscout.com/photos/players/public/g-192208_100x130.png
335,187483,678648,T. Slotsager,Tobias,,Slotsager,189,80,2006-01-01,208,208,Defender,DF,DEF,right,7460,7717,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,187483,676912,H. Heggheim,Henrik,,Heggheim,189,77,2001-04-22,578,578,Defender,DF,DEF,right,7100,,male,active,https://cdn5.wyscout.com/photos/players/public/g-189687_100x130.png
335,187483,674175,V. Prijović,Vladimir,,Prijović,188,78,2002-06-26,688,688,Defender,DF,DEF,left,17220,17324,male,active,https://cdn5.wyscout.com/photos/players/public/g-186955_100x130.png
335,187483,648850,B. Pierrick,Brandon,,Pierrick,182,0,2001-12-10,826,120,Forward,FW,FWD,right,34527,,male,active,https://cdn5.wyscout.com/photos/players/public/g-163235_100x130.png
335,187483,644794,A. Noshe,Anders,,Noshe,174,67,2006-01-09,208,208,Forward,FW,FWD,right,23730,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,187483,639334,M. Huldahl,Martin Staghøj,,Huldahl,0,0,2004-09-20,208,208,Forward,FW,FWD,right,7491,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,187483,638485,M. Stamenić,Marko,,Stamenić,188,78,2002-02-19,554,688,Midfielder,MD,MID,right,12509,10522,male,active,https://cdn5.wyscout.com/photos/players/public/g-152927_100x130.png
335,187483,638476,I. Said,Ibrahim Muhammad,,Said,173,67,2002-06-15,566,566,Midfielder,MD,MID,right,7456,,male,active,https://cdn5.wyscout.com/photos/players/public/g-152918_100x130.png
335,187483,636225,D. Svensson,Daniel,,Svensson,178,72,2002-02-12,752,752,Defender,DF,DEF,left,7458,7054,male,active,https://cdn5.wyscout.com/photos/players/public/g-150693_100x130.png
335,187483,633197,E. Kahl,Eric,,Kahl,181,69,2001-09-27,752,764,Defender,DF,DEF,left,7457,,male,active,https://cdn5.wyscout.com/photos/players/public/g-147693_100x130.png
335,187483,632597,A. Simmelhack,Alexander,,Illum Simmelhack,190,75,2005-11-11,208,208,Midfielder,MD,MID,right,7461,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,187483,626398,R. Ascone,Rocco,,Ascone,177,68,2003-09-12,250,380,Midfielder,MD,MID,left,7458,,male,active,https://cdn5.wyscout.com/photos/players/public/g-140899_100x130.png
335,187483,625592,T. Sander,Theo,,Nicolini Sander,189,80,2005-01-08,208,250,Goalkeeper,GK,GKP,right,7452,7714,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188945,433757,S. Thórdarson,Stefán Teitur,,Thórdarson,189,76,1998-10-16,352,352,Midfielder,MD,MID,right,1641,7839,male,active,https://cdn5.wyscout.com/photos/players/public/g443840_100x130.png
335,188945,434294,B. Hvidt,Benjamin,,Hvidt,185,78,2000-03-12,208,208,Midfielder,MD,MID,right,7451,,male,active,https://cdn5.wyscout.com/photos/players/public/g444351_100x130.png
335,188945,436881,D. Anyembe,Daniel,,Anyembe,189,77,1998-07-22,208,404,Defender,DF,DEF,right,7456,18402,male,active,https://cdn5.wyscout.com/photos/players/public/g446541_100x130.png
